Kinase,Score,Rank,Method,Perc,Qrt,group,KinaseFamily,subfamily,hgnc_symbol
CHEK1,40.87972281299074,3,PTM-SEA,0.9591836734693877,4,CAMK,CAMKL,CHK1,CHEK1
AURKA,0,22,PTM-SEA,0,1,OTHER,AUR,AUR,AURKA
RPS6KA5,-25.793478260869563,7,PTM-SEA,0.8775510204081632,4,AGC,RSK,MSK,RPS6KA5
CHEK2,45.509295514675046,1,PTM-SEA,1,4,CAMK,RAD53,RAD53,CHEK2
RAF1,21.913201588430216,10,PTM-SEA,0.8163265306122449,4,TKL,RAF,RAF,RAF1
PRKCB,-3.0652173913043494,18,PTM-SEA,0.4897959183673469,2,AGC,PKC,ALPHA,PRKCB
CDK1,41.09950991112239,2,PTM-SEA,0.9795918367346939,4,CMGC,CDK,CDC2,CDK1
ARAF,0,22,PTM-SEA,0,1,TKL,RAF,RAF,ARAF
PIM1,-12.65217391304348,13,PTM-SEA,0.5918367346938775,3,CAMK,PIM,PIM,PIM1
BRAF,0,22,PTM-SEA,0,1,TKL,RAF,RAF,BRAF
PRKCA,16.082978032782165,12,PTM-SEA,0.7755102040816326,4,AGC,PKC,ALPHA,PRKCA
PRKACA,22.09181763208005,9,PTM-SEA,0.8367346938775511,4,AGC,PKA,PKA,PRKACA
PRKACG,-12.65217391304348,13,PTM-SEA,0.5918367346938775,3,AGC,PKA,PKA,PRKACG
PRKACB,-12.65217391304348,13,PTM-SEA,0.5918367346938775,3,AGC,PKA,PKA,PRKACB
RPS6KB1,0,22,PTM-SEA,0,1,AGC,RSK,P70,RPS6KB1
CDK2,12.459756646341472,14,PTM-SEA,0.5714285714285714,3,CMGC,CDK,CDC2,CDK2
MAPK3,40.54874380341786,4,PTM-SEA,0.9387755102040817,4,CMGC,MAPK,ERK1,MAPK3
MAPK1,38.20756180663893,5,PTM-SEA,0.9183673469387755,4,CMGC,MAPK,ERK1,MAPK1
AKT1,8.423521658200173,17,PTM-SEA,0.5102040816326531,3,AGC,AKT,AKT,AKT1
AKT2,0,22,PTM-SEA,0,1,AGC,AKT,AKT,AKT2
PRKCI,-12.65217391304348,13,PTM-SEA,0.5918367346938775,3,AGC,PKC,IOTA,PRKCI
MAPK8,0,22,PTM-SEA,0,1,CMGC,MAPK,JNK,MAPK8
MAPKAPK2,0,22,PTM-SEA,0,1,CAMK,MAPKAPK,MAPKAPK,MAPKAPK2
RPS6KA3,-11.061105002360126,16,PTM-SEA,0.5306122448979592,3,AGC,RSK,RSK,RPS6KA3
NEK2,0,22,PTM-SEA,0,1,OTHER,NEK,NEK2,NEK2
PRKAA2,0,22,PTM-SEA,0,1,CAMK,CAMKL,AMPK,PRKAA2
AURKB,1.5584127260853968,21,PTM-SEA,0.42857142857142855,2,OTHER,AUR,AUR,AURKB
CDK5,2.8550405250698656,20,PTM-SEA,0.4489795918367347,2,CMGC,CDK,CDK5,CDK5
PRKCE,-12.65217391304348,13,PTM-SEA,0.5918367346938775,3,AGC,PKC,ETA,PRKCE
PRKCQ,-12.65217391304348,13,PTM-SEA,0.5918367346938775,3,AGC,PKC,DELTA,PRKCQ
PRKCZ,0,22,PTM-SEA,0,1,AGC,PKC,IOTA,PRKCZ
PRKCD,0,22,PTM-SEA,0,1,AGC,PKC,DELTA,PRKCD
PRKAA1,22.13551956697129,8,PTM-SEA,0.8571428571428571,4,CAMK,CAMKL,AMPK,PRKAA1
PAK1,11.176339209573833,15,PTM-SEA,0.5510204081632653,3,STE,STE20,PAKA,PAK1
PRKG2,0,22,PTM-SEA,0,1,AGC,PKG,PKG,PRKG2
ROCK1,0,22,PTM-SEA,0,1,AGC,DMPK,ROCK,ROCK1
ATR,0,22,PTM-SEA,0,1,ATYPICAL,PIKK,ATR,ATR
PRKG1,20.884020588431653,11,PTM-SEA,0.7959183673469388,4,AGC,PKG,PKG,PRKG1
PRKD1,-12.65217391304348,13,PTM-SEA,0.5918367346938775,3,CAMK,PKD,PKD,PRKD1
RPS6KA2,0,22,PTM-SEA,0,1,AGC,RSK,RSK,RPS6KA2
RPS6KA1,-2.921009884524032,19,PTM-SEA,0.46938775510204084,2,AGC,RSK,RSK,RPS6KA1
PKN1,37.467622597680226,6,PTM-SEA,0.8979591836734694,4,AGC,PKN,PKN,PKN1
MAPK14,0,22,PTM-SEA,0,1,CMGC,MAPK,P38,MAPK14
PIM3,-12.65217391304348,13,PTM-SEA,0.5918367346938775,3,CAMK,PIM,PIM,PIM3
BRSK2,0,22,PTM-SEA,0,1,CAMK,CAMKL,BRSK,BRSK2
BRSK1,0,22,PTM-SEA,0,1,CAMK,CAMKL,BRSK,BRSK1
PLK3,0,22,PTM-SEA,0,1,OTHER,PLK,PLK2,PLK3
NEK6,0,22,PTM-SEA,0,1,OTHER,NEK,NEK6,NEK6
PIM2,-12.65217391304348,13,PTM-SEA,0.5918367346938775,3,CAMK,PIM,PIM,PIM2
AKT3,0,22,PTM-SEA,0,1,AGC,AKT,AKT,AKT3
AAK1,292,264,KEA3,0.11428571428571428,1,OTHER,NAK,BIKE,AAK1
ABL1,45.666666666666664,33,KEA3,0.9,4,TK,ABL,ABL,ABL1
ABL2,126.66666666666667,120,KEA3,0.6,3,TK,ABL,ABL,ABL2
ACVR1,119,115,KEA3,0.6142857142857143,3,TKL,STKR,TYPE1,ACVR1
ACVR1B,102,100,KEA3,0.6657142857142857,3,TKL,STKR,TYPE1,ACVR1B
ACVR2B,213,202,KEA3,0.3057142857142857,2,TKL,STKR,TYPE2,ACVR2B
AKT1,32.333333333333336,19,KEA3,0.9457142857142857,4,AGC,AKT,AKT,AKT1
AKT2,74,65,KEA3,0.7857142857142857,4,AGC,AKT,AKT,AKT2
AKT3,219,206,KEA3,0.2857142857142857,2,AGC,AKT,AKT,AKT3
ALK,124.5,118,KEA3,0.6057142857142858,3,TK,ALK,ALK,ALK
ARAF,93.5,91,KEA3,0.6971428571428572,3,TKL,RAF,RAF,ARAF
ATM,41,27,KEA3,0.92,4,ATYPICAL,PIKK,ATM,ATM
ATR,46.333333333333336,35,KEA3,0.8942857142857142,4,ATYPICAL,PIKK,ATR,ATR
AURKA,60,50,KEA3,0.84,4,OTHER,AUR,AUR,AURKA
AURKB,41,27,KEA3,0.92,4,OTHER,AUR,AUR,AURKB
AURKC,185.5,182,KEA3,0.3742857142857143,2,OTHER,AUR,AUR,AURKC
AXL,188,184,KEA3,0.3657142857142857,2,TK,AXL,AXL,AXL
BLK,255,236,KEA3,0.19428571428571428,1,TK,SRC,SRCB,BLK
BMP2K,323,290,KEA3,0.04,1,OTHER,NAK,BIKE,BMP2K
BMPR1A,159.5,155,KEA3,0.48,2,TKL,STKR,TYPE1,BMPR1A
BMPR1B,92,89,KEA3,0.7085714285714285,3,TKL,STKR,TYPE1,BMPR1B
BMPR2,205.5,196,KEA3,0.32571428571428573,2,TKL,STKR,TYPE2,BMPR2
BMX,87,83,KEA3,0.7285714285714285,3,TK,TEC,TEC,BMX
BRAF,183,178,KEA3,0.38571428571428573,2,TKL,RAF,RAF,BRAF
BRSK1,108,106,KEA3,0.6457142857142857,3,CAMK,CAMKL,BRSK,BRSK1
BRSK2,299,271,KEA3,0.09428571428571429,1,CAMK,CAMKL,BRSK,BRSK2
BTK,66.33333333333333,58,KEA3,0.8142857142857143,4,TK,TEC,TEC,BTK
BUB1,94.5,93,KEA3,0.6914285714285714,3,OTHER,BUB,BUB,BUB1
CAMK1,168.66666666666666,164,KEA3,0.4542857142857143,2,CAMK,CAMK1,CAMK1,CAMK1
CAMK1D,234.5,218,KEA3,0.24857142857142858,1,CAMK,CAMK1,CAMK1,CAMK1D
CAMK2A,56.666666666666664,44,KEA3,0.8685714285714285,4,CAMK,CAMK2,CAMK2,CAMK2A
CAMK2B,211,201,KEA3,0.30857142857142855,2,CAMK,CAMK2,CAMK2,CAMK2B
CAMK2D,90.66666666666667,87,KEA3,0.7142857142857143,3,CAMK,CAMK2,CAMK2,CAMK2D
CAMK2G,159,154,KEA3,0.4828571428571429,2,CAMK,CAMK2,CAMK2,CAMK2G
CAMK4,97.33333333333333,96,KEA3,0.68,3,CAMK,CAMK1,CAMK1,CAMK4
CAMKK1,121,116,KEA3,0.6114285714285714,3,OTHER,CAMKK,META,CAMKK1
CAMKK2,176.5,171,KEA3,0.4228571428571429,2,OTHER,CAMKK,META,CAMKK2
CDC42BPA,270,247,KEA3,0.16285714285714287,1,AGC,DMPK,GEK,CDC42BPA
CDC7,184.5,180,KEA3,0.38,2,OTHER,CDC7,CDC7,CDC7
CDK1,12.5,8,KEA3,0.98,4,CMGC,CDK,CDC2,CDK1
CDK11A,331,296,KEA3,0.022857142857142857,1,CMGC,CDK,CDK11,CDK11A
CDK11A,331,296,KEA3,0.022857142857142857,1,NA,NA,NA,CDK11A
CDK12,312,282,KEA3,0.06285714285714286,1,CMGC,CDK,CRK7,CDK12
CDK15,238,221,KEA3,0.23714285714285716,1,CMGC,CDK,PFTAIRE,CDK15
CDK16,193,186,KEA3,0.36,2,CMGC,CDK,PCTAIRE,CDK16
CDK18,215,204,KEA3,0.29714285714285715,2,CMGC,CDK,PCTAIRE,CDK18
CDK19,267,244,KEA3,0.17142857142857143,1,CMGC,CDK,CDK8,CDK19
CDK2,30,17,KEA3,0.9514285714285714,4,CMGC,CDK,CDC2,CDK2
CDK20,280,255,KEA3,0.14,1,CMGC,CDK,CCRK,CDK20
CDK3,148,143,KEA3,0.52,3,CMGC,CDK,CDC2,CDK3
CDK4,53.666666666666664,41,KEA3,0.8771428571428571,4,CMGC,CDK,CDK4,CDK4
CDK5,43,29,KEA3,0.9142857142857143,4,CMGC,CDK,CDK5,CDK5
CDK6,69,62,KEA3,0.8,4,CMGC,CDK,CDK4,CDK6
CDK7,60,50,KEA3,0.84,4,CMGC,CDK,CDK7,CDK7
CDK8,199,193,KEA3,0.33714285714285713,2,CMGC,CDK,CDK8,CDK8
CDK9,103.33333333333333,102,KEA3,0.6571428571428571,3,CMGC,CDK,CDK9,CDK9
CDKL3,296,268,KEA3,0.10285714285714286,1,CMGC,CDKL,CDKL,CDKL3
CDKL5,93,90,KEA3,0.7028571428571428,3,CMGC,CDKL,CDKL,CDKL5
CHEK1,1.3333333333333333,1,KEA3,1,4,CAMK,CAMKL,CHK1,CHEK1
CHEK2,21,11,KEA3,0.9685714285714285,4,CAMK,RAD53,RAD53,CHEK2
CHUK,77.66666666666667,69,KEA3,0.7742857142857142,4,OTHER,IKK,IKK,CHUK
CLK1,84,80,KEA3,0.7428571428571429,3,CMGC,CLK,CLK,CLK1
CLK2,62,54,KEA3,0.8257142857142857,4,CMGC,CLK,CLK,CLK2
CLK3,187.5,183,KEA3,0.36857142857142855,2,CMGC,CLK,CLK,CLK3
CLK4,319,288,KEA3,0.045714285714285714,1,CMGC,CLK,CLK,CLK4
CSF1R,333,298,KEA3,0.017142857142857144,1,TK,PDGFR,PDGFR,CSF1R
CSK,137,133,KEA3,0.5485714285714286,3,TK,CSK,CSK,CSK
CSNK1A1,23.333333333333332,14,KEA3,0.96,4,CK1,CK1,CK1-A,CSNK1A1
CSNK1A1L,337,302,KEA3,0.005714285714285714,1,CK1,CK1,CK1-A,CSNK1A1L
CSNK1D,59.333333333333336,47,KEA3,0.8542857142857143,4,CK1,CK1,CK1-D,CSNK1D
CSNK1E,58.333333333333336,46,KEA3,0.86,4,CK1,CK1,CK1-D,CSNK1E
CSNK1G1,215.5,205,KEA3,0.29428571428571426,2,CK1,CK1,CK1-G,CSNK1G1
CSNK1G2,209.5,199,KEA3,0.3142857142857143,2,CK1,CK1,CK1-G,CSNK1G2
CSNK1G3,230,214,KEA3,0.26,2,CK1,CK1,CK1-G,CSNK1G3
CSNK2A1,19.333333333333332,9,KEA3,0.9742857142857143,4,CMGC,CK2,CK2,CSNK2A1
CSNK2A2,87,83,KEA3,0.7285714285714285,3,CMGC,CK2,CK2,CSNK2A2
DAPK1,156.66666666666666,152,KEA3,0.48857142857142855,2,CAMK,DAPK,DAPK,DAPK1
DAPK3,198.33333333333334,191,KEA3,0.3457142857142857,2,CAMK,DAPK,DAPK,DAPK3
DCLK1,2,2,KEA3,0.9971428571428571,4,CAMK,DCAMKL,DCAMKL,DCLK1
DDR1,137,133,KEA3,0.5485714285714286,3,TK,DDR,DDR,DDR1
DDR2,177,172,KEA3,0.41714285714285715,2,TK,DDR,DDR,DDR2
DMPK,231,215,KEA3,0.2571428571428571,2,AGC,DMPK,GEK,DMPK
DYRK1A,128,123,KEA3,0.58,3,CMGC,DYRK,DYRK1,DYRK1A
DYRK1B,82.33333333333333,76,KEA3,0.7542857142857143,4,CMGC,DYRK,DYRK1,DYRK1B
DYRK2,73.66666666666667,64,KEA3,0.7914285714285715,4,CMGC,DYRK,DYRK2,DYRK2
DYRK3,175,168,KEA3,0.4342857142857143,2,CMGC,DYRK,DYRK2,DYRK3
DYRK4,68,60,KEA3,0.8057142857142857,4,CMGC,DYRK,DYRK2,DYRK4
EEF2K,200.5,194,KEA3,0.3342857142857143,2,ATYPICAL,ALPHA,EEF2K,EEF2K
EGFR,55.666666666666664,43,KEA3,0.8714285714285714,4,TK,EGFR,EGFR,EGFR
EIF2AK1,311,281,KEA3,0.06571428571428571,1,OTHER,PEK,HRI,EIF2AK1
EIF2AK2,150.66666666666666,146,KEA3,0.5057142857142857,3,OTHER,PEK,PKR,EIF2AK2
EIF2AK3,335,300,KEA3,0.011428571428571429,1,OTHER,PEK,PEK,EIF2AK3
EPHA2,317,286,KEA3,0.05142857142857143,1,TK,EPH,EPH,EPHA2
EPHA3,128,123,KEA3,0.58,3,TK,EPH,EPH,EPHA3
EPHA4,324,291,KEA3,0.037142857142857144,1,TK,EPH,EPH,EPHA4
EPHA8,334,299,KEA3,0.014285714285714285,1,TK,EPH,EPH,EPHA8
EPHB1,320,289,KEA3,0.04285714285714286,1,TK,EPH,EPH,EPHB1
EPHB2,282,257,KEA3,0.13428571428571429,1,TK,EPH,EPH,EPHB2
EPHB3,170,165,KEA3,0.4514285714285714,2,TK,EPH,EPH,EPHB3
ERBB2,146.5,140,KEA3,0.5285714285714286,3,TK,EGFR,EGFR,ERBB2
ERBB4,316,285,KEA3,0.054285714285714284,1,TK,EGFR,EGFR,ERBB4
FASTK,213.5,203,KEA3,0.3,2,ATYPICAL,FAST,FAST,FASTK
FER,134.5,130,KEA3,0.56,3,TK,FER,FER,FER
FES,248,231,KEA3,0.20857142857142857,1,TK,FER,FER,FES
FGFR1,114.66666666666667,111,KEA3,0.6257142857142857,3,TK,FGFR,FGFR,FGFR1
FGFR2,93,90,KEA3,0.7028571428571428,3,TK,FGFR,FGFR,FGFR2
FGFR3,83,78,KEA3,0.7485714285714286,3,TK,FGFR,FGFR,FGFR3
FGFR4,52.5,39,KEA3,0.8828571428571429,4,TK,FGFR,FGFR,FGFR4
FGR,60.5,52,KEA3,0.8342857142857143,4,TK,SRC,SRCA,FGR
FLT1,300,272,KEA3,0.09142857142857143,1,TK,VEGFR,VEGFR,FLT1
FLT3,192,185,KEA3,0.3628571428571429,2,TK,PDGFR,PDGFR,FLT3
FLT4,244,227,KEA3,0.22,1,TK,VEGFR,VEGFR,FLT4
FRK,165.5,161,KEA3,0.46285714285714286,2,TK,SRC,FRK,FRK
FYN,43.666666666666664,31,KEA3,0.9057142857142857,4,TK,SRC,SRCA,FYN
GRK1,329,295,KEA3,0.025714285714285714,1,AGC,GRK,GRK,GRK1
GRK2,91.66666666666667,88,KEA3,0.7114285714285714,3,AGC,GRK,BARK,GRK2
GRK3,224.5,208,KEA3,0.28,2,AGC,GRK,BARK,GRK3
GRK5,132,126,KEA3,0.5714285714285714,3,AGC,GRK,GRK,GRK5
GRK6,181.33333333333334,177,KEA3,0.3942857142857143,2,AGC,GRK,GRK,GRK6
GSK3A,90,86,KEA3,0.7171428571428572,3,CMGC,GSK,GSK,GSK3A
GSK3B,21.666666666666668,12,KEA3,0.9657142857142857,4,CMGC,GSK,GSK,GSK3B
HASPIN,222,207,KEA3,0.28285714285714286,2,OTHER,HASPIN,HASPIN,HASPIN
HCK,131.33333333333334,125,KEA3,0.5742857142857143,3,TK,SRC,SRCB,HCK
HIPK1,74,65,KEA3,0.7857142857142857,4,CMGC,DYRK,HIPK,HIPK1
HIPK2,113.33333333333333,110,KEA3,0.6285714285714286,3,CMGC,DYRK,HIPK,HIPK2
HIPK3,283,258,KEA3,0.13142857142857142,1,CMGC,DYRK,HIPK,HIPK3
HIPK4,145,139,KEA3,0.5314285714285715,3,CMGC,DYRK,HIPK,HIPK4
ICK,268,245,KEA3,0.16857142857142857,1,CMGC,RCK,RCK,CILK1
IGF1R,161.66666666666666,156,KEA3,0.47714285714285715,2,TK,INSR,INSR,IGF1R
IKBKB,99.66666666666667,98,KEA3,0.6742857142857143,3,OTHER,IKK,IKK,IKBKB
IKBKE,128,123,KEA3,0.58,3,OTHER,IKK,IKK,IKBKE
ILK,95,94,KEA3,0.6857142857142857,3,TKL,MLK,ILK,ILK
INSR,117.33333333333333,114,KEA3,0.6171428571428571,3,TK,INSR,INSR,INSR
IRAK1,187.5,183,KEA3,0.36857142857142855,2,TKL,IRAK,IRAK,IRAK1
IRAK3,241.5,224,KEA3,0.22857142857142856,1,TKL,IRAK,IRAK,IRAK3
IRAK4,281,256,KEA3,0.13714285714285715,1,TKL,IRAK,IRAK,IRAK4
ITK,139.33333333333334,135,KEA3,0.5428571428571428,3,TK,TEC,TEC,ITK
JAK1,165,160,KEA3,0.4657142857142857,2,TK,JAKA,JAKA,JAK1
JAK2,58.333333333333336,46,KEA3,0.86,4,TK,JAKA,JAKA,JAK2
JAK3,163,157,KEA3,0.4742857142857143,2,TK,JAKA,JAKA,JAK3
KDR,294,266,KEA3,0.10857142857142857,1,TK,VEGFR,VEGFR,KDR
KIT,185,181,KEA3,0.37714285714285717,2,TK,PDGFR,PDGFR,KIT
KSR1,247,230,KEA3,0.21142857142857144,1,TKL,RAF,KSR,KSR1
KSR2,271,248,KEA3,0.16,1,TKL,RAF,KSR,KSR2
LATS1,177.66666666666666,173,KEA3,0.4114285714285714,2,AGC,NDR,NDR,LATS1
LATS2,127,121,KEA3,0.5942857142857143,3,AGC,NDR,NDR,LATS2
