Kinase Name,Kinase Uniprot ID,Kinase Group,Kinase Family,Mean Significance Score,Mean Specificity Score,Median Final score,Max Final score,Median Kinase Statistic,Mean Kinase Statistic,SD Kinase Statitistic,Median Kinase Change,Mean peptide set size
RPS6KA4,O75676,AGC-CAMK,RSK,0.6819366650372385,1.8979400086720375,2.5798766737092764,2.6819366650372385,0.9941925694359529,0.9941925694359529,0,0.20984348340318615,3
PRKCB,P05771,AGC,PKC,0.3305360516477913,1.8361908353722756,2.2410881076020264,2.6090648928966207,0.5581741353343913,0.5145376517292422,0.06590428802547511,0.14125068927760237,8
PRKCA,P17252,AGC,PKC,0.3669124410313615,1.5578383310960269,2.0405769780568948,2.3080348972326394,0.4914775728667703,0.4773635140155155,0.038573011260424395,0.13100120839468085,9
PRKCQ,Q04759,AGC,PKC,0.18953828538154388,1.7204235990295833,2.013407393177789,2.217527375833714,0.5110081167994166,0.48998751205155633,0.04384493526745779,0.12338836796459744,9
RPS6KA6,Q9UK32,AGC-CAMK,RSK,0.42389881772819626,1.15134385172704,1.690063487955761,2.0371573187987577,-0.5068702943931781,-0.4789779970667513,0.0494793227955,-0.4293146192715313,6
PRKCD,Q05655,AGC,PKC,0.1396088098342569,1.2288986964800213,1.4364239972230886,1.6753060861382254,0.4863644070475983,0.46523024946422503,0.03453331159186028,0.1253225141754896,7
NEK8,Q86SG6,NEK,NEK,0.3893398369101201,0.9486169121948946,1.336278399906793,1.4255520095645648,0.5726771356582115,0.5726771356582115,0,0.09763443668888379,3
RPS6KA1,Q15418,AGC-CAMK,RSK,0.19446271346757546,1.0468480163564207,1.2815979694836974,1.4679083937210646,-0.37076607796036837,-0.3659555746386171,0.031670919753162205,-0.2617593045237521,9
AURKB,Q96GD4,CAMK,AUR,0.393618634889395,0.8559114188591386,1.2600797265191774,1.3850184631274776,0.528075660421007,0.528075660421007,0,0.10938472158834649,3
CSNK1A1,P48729,CK1,CK1,0.393618634889395,0.8302306921890904,1.2352561427941453,1.2413302905063386,0.5122962307545688,0.5122962307545688,0,0.07848148752528328,3
DCLK2,Q8N568,CAMK,DCAMKL,0.3649903206772219,0.699143109472703,1.0964223597016818,1.3291606456624765,-0.40040858468344215,-0.40875352149698685,0.11504308356464632,-0.339041061299269,4
SGK3,Q96BR1,AGC,SGK,0.2415208874980505,0.8366682466376605,1.078189134135711,1.3701828039814843,0.4762992684252128,0.4762992684252128,0.17211545986696367,0.0962342644751378,4
CHEK2,O96017,CAMK,RAD53,0.23722943616674247,0.5473098037707149,1.0009042732929436,1.072260181828612,-0.3336960794789843,-0.2569031818619257,0.1529079718287434,-0.31565231785152204,7
PRKCG,P05129,AGC,PKC,0.17741983720731494,0.8517782002999027,0.975104039892515,1.5676722077383958,0.3600218164657611,0.3729107846122117,0.038666904439351946,0.12267418898380389,6
PRKCE,Q02156,AGC,PKC,0.08275099085790809,0.7431626352076415,0.8863106171732055,1.453457336521869,0.3157490616281875,0.28196012033281587,0.12880599370645412,0.10736254054936434,8
CDK11A,Q9UQ88,CMGC,NA,0.20730657682563622,0.7801052613085897,0.8594793871153078,1.7508505799554825,0.3983236212909944,0.43104155735322053,0.08656352223196223,0.05820040567907725,4
MAPK11,Q15759,CMGC,MAPK,0.23406116091511098,0.7588590560362155,0.8538719643217619,1.3367137835529224,-0.41322228549814505,-0.42853371149936015,0.02936397797998217,-0.2700911835181647,4
SGK1,O00141,AGC,SGK,0.21752737583371382,0.6366654390661945,0.8483749792966614,0.879070882229109,0.43438220169976427,0.43438220169976427,0,0.04894734779287665,3
