Kinase,Score,Rank,Method,Perc,Qrt,group,KinaseFamily,subfamily,hgnc_symbol
SGK1,16.948512635796376,43,PTM-SEA,0.3698630136986301,2,AGC,SGK,SGK,SGK1
CHEK1,47.54986467835464,32,PTM-SEA,0.5342465753424658,3,CAMK,CAMKL,CHK1,CHEK1
AURKA,2.374747082885776,51,PTM-SEA,0.2602739726027397,2,OTHER,AUR,AUR,AURKA
DAPK3,0,54,PTM-SEA,0,1,CAMK,DAPK,DAPK,DAPK3
RPS6KA5,57.14028160440973,28,PTM-SEA,0.589041095890411,3,AGC,RSK,MSK,RPS6KA5
CHEK2,84.45233592302648,6,PTM-SEA,0.9178082191780822,4,CAMK,RAD53,RAD53,CHEK2
RAF1,-24.302470869680235,39,PTM-SEA,0.4246575342465753,2,TKL,RAF,RAF,RAF1
PRKCG,0,54,PTM-SEA,0,1,AGC,PKC,ALPHA,PRKCG
PRKCB,19.54098142122683,42,PTM-SEA,0.3835616438356164,2,AGC,PKC,ALPHA,PRKCB
CDK1,68.73603440986653,17,PTM-SEA,0.7397260273972602,3,CMGC,CDK,CDC2,CDK1
ARAF,-90.69752366809843,4,PTM-SEA,0.9452054794520548,4,TKL,RAF,RAF,ARAF
PIM1,-61.915850601879356,23,PTM-SEA,0.6575342465753424,3,CAMK,PIM,PIM,PIM1
CDK4,47.97765788117066,31,PTM-SEA,0.547945205479452,3,CMGC,CDK,CDK4,CDK4
SRC,0,54,PTM-SEA,0,1,TK,SRC,SRCA,SRC
BRAF,-90.69752366809843,4,PTM-SEA,0.9452054794520548,4,TKL,RAF,RAF,BRAF
PRKCA,7.559528397640992,45,PTM-SEA,0.3424657534246575,2,AGC,PKC,ALPHA,PRKCA
PRKACA,-69.20762195840503,16,PTM-SEA,0.7534246575342466,4,AGC,PKA,PKA,PRKACA
PRKACG,-65.28176976957957,21,PTM-SEA,0.684931506849315,3,AGC,PKA,PKA,PRKACG
PRKACB,-72.71761020970598,15,PTM-SEA,0.7671232876712328,4,AGC,PKA,PKA,PRKACB
RPS6KB1,6.7020645355545625,47,PTM-SEA,0.3150684931506849,2,AGC,RSK,P70,RPS6KB1
CDK2,77.08701163822835,11,PTM-SEA,0.8493150684931506,4,CMGC,CDK,CDC2,CDK2
MAPK3,55.834863812846955,29,PTM-SEA,0.5753424657534246,3,CMGC,MAPK,ERK1,MAPK3
MAPK1,90.16025651432884,5,PTM-SEA,0.9315068493150684,4,CMGC,MAPK,ERK1,MAPK1
AKT1,-28.314435283142117,37,PTM-SEA,0.4520547945205479,2,AGC,AKT,AKT,AKT1
AKT2,-76.24325450359518,12,PTM-SEA,0.8356164383561644,4,AGC,AKT,AKT,AKT2
MAP3K8,23.88202643204788,40,PTM-SEA,0.410958904109589,2,STE,STE-UNIQUE,STE-UNIQUE,MAP3K8
PRKCI,-72.71761020970598,15,PTM-SEA,0.7671232876712328,4,AGC,PKC,IOTA,PRKCI
MTOR,0,54,PTM-SEA,0,1,ATYPICAL,PIKK,FRAP,MTOR
MAPK8,0.05128552036511991,53,PTM-SEA,0.2328767123287671,1,CMGC,MAPK,JNK,MAPK8
MAPK9,0,54,PTM-SEA,0,1,CMGC,MAPK,JNK,MAPK9
CSNK1A1,0,54,PTM-SEA,0,1,CK1,CK1,CK1-A,CSNK1A1
CSNK1D,0,54,PTM-SEA,0,1,CK1,CK1,CK1-D,CSNK1D
MAPKAPK2,63.74195315849681,22,PTM-SEA,0.6712328767123288,3,CAMK,MAPKAPK,MAPKAPK,MAPKAPK2
GSK3B,-91.91365216432969,3,PTM-SEA,0.9726027397260274,4,CMGC,GSK,GSK,GSK3B
CDK7,-12.09677419354838,44,PTM-SEA,0.3561643835616438,2,CMGC,CDK,CDK7,CDK7
CDK9,40.322580645161295,34,PTM-SEA,0.4931506849315068,2,CMGC,CDK,CDK9,CDK9
RPS6KA3,-2.7143397884322287,50,PTM-SEA,0.273972602739726,2,AGC,RSK,RSK,RPS6KA3
NEK2,0,54,PTM-SEA,0,1,OTHER,NEK,NEK2,NEK2
DAPK1,-39.30400425594968,36,PTM-SEA,0.4657534246575342,2,CAMK,DAPK,DAPK,DAPK1
PRKAA2,7.252656237504734,46,PTM-SEA,0.3287671232876712,2,CAMK,CAMKL,AMPK,PRKAA2
CSNK2A1,-59.51586647020164,26,PTM-SEA,0.6164383561643836,3,CMGC,CK2,CK2,CSNK2A1
PRKDC,25.655616382208905,38,PTM-SEA,0.4383561643835616,2,ATYPICAL,PIKK,DNAPK,PRKDC
ATM,-40.80765695557687,33,PTM-SEA,0.5205479452054794,3,ATYPICAL,PIKK,ATM,ATM
