Kinase,Score,Rank,Method,Perc,Qrt,group,KinaseFamily,subfamily,hgnc_symbol
CHEK1,30.598574117442553,4,PTM-SEA,0.9387755102040817,4,CAMK,CAMKL,CHK1,CHEK1
AURKA,0,22,PTM-SEA,0,1,OTHER,AUR,AUR,AURKA
RPS6KA5,-14.408302626164442,12,PTM-SEA,0.7755102040816326,4,AGC,RSK,MSK,RPS6KA5
CHEK2,28.616346876344306,5,PTM-SEA,0.9183673469387755,4,CAMK,RAD53,RAD53,CHEK2
RAF1,-10.06871895999167,16,PTM-SEA,0.6938775510204082,3,TKL,RAF,RAF,RAF1
PRKCB,-5.108695652173916,19,PTM-SEA,0.6326530612244898,3,AGC,PKC,ALPHA,PRKCB
CDK1,10.660015584154973,15,PTM-SEA,0.7142857142857143,3,CMGC,CDK,CDC2,CDK1
ARAF,0,22,PTM-SEA,0,1,TKL,RAF,RAF,ARAF
PIM1,-3.656066865896986,20,PTM-SEA,0.4489795918367347,2,CAMK,PIM,PIM,PIM1
BRAF,0,22,PTM-SEA,0,1,TKL,RAF,RAF,BRAF
PRKCA,31.763450684422303,3,PTM-SEA,0.9591836734693877,4,AGC,PKC,ALPHA,PRKCA
PRKACA,23.699184700901544,8,PTM-SEA,0.8571428571428571,4,AGC,PKA,PKA,PRKACA
PRKACG,-3.656066865896986,20,PTM-SEA,0.4489795918367347,2,AGC,PKA,PKA,PRKACG
PRKACB,-3.656066865896986,20,PTM-SEA,0.4489795918367347,2,AGC,PKA,PKA,PRKACB
RPS6KB1,0,22,PTM-SEA,0,1,AGC,RSK,P70,RPS6KB1
CDK2,14.390804208660292,13,PTM-SEA,0.7551020408163265,4,CMGC,CDK,CDC2,CDK2
MAPK3,13.382519403207485,14,PTM-SEA,0.7346938775510204,3,CMGC,MAPK,ERK1,MAPK3
MAPK1,23.015303849309994,9,PTM-SEA,0.8367346938775511,4,CMGC,MAPK,ERK1,MAPK1
AKT1,-7.165216936373231,17,PTM-SEA,0.673469387755102,3,AGC,AKT,AKT,AKT1
AKT2,0,22,PTM-SEA,0,1,AGC,AKT,AKT,AKT2
PRKCI,-3.656066865896986,20,PTM-SEA,0.4489795918367347,2,AGC,PKC,IOTA,PRKCI
MAPK8,0,22,PTM-SEA,0,1,CMGC,MAPK,JNK,MAPK8
MAPKAPK2,0,22,PTM-SEA,0,1,CAMK,MAPKAPK,MAPKAPK,MAPKAPK2
RPS6KA3,-16.647302187414702,11,PTM-SEA,0.7959183673469388,4,AGC,RSK,RSK,RPS6KA3
NEK2,0,22,PTM-SEA,0,1,OTHER,NEK,NEK2,NEK2
PRKAA2,0,22,PTM-SEA,0,1,CAMK,CAMKL,AMPK,PRKAA2
AURKB,37.28493926880664,1,PTM-SEA,1,4,OTHER,AUR,AUR,AURKB
CDK5,-34.09705426086443,2,PTM-SEA,0.9795918367346939,4,CMGC,CDK,CDK5,CDK5
